epoch,accuracy,common_voice_test_auc,common_voice_test_eer,librispeech_dev_clean_auc,librispeech_dev_clean_eer,loss,lr,sitw_eval_auc,sitw_eval_eer,tcof_dev_auc,tcof_dev_eer,train_accuracy,train_loss,val_accuracy,val_loss
1,0.02164992412846514,0.9655218423931897,0.09991193659434792,0.8947142708840423,0.1809815950920245,16.969153625692478,0.001,0.5910460314863037,0.4311926605504587,0.8295758451005562,0.2834563543003851,0.14491666666666667,6.0262680892923735,0.1421960859924805,6.063516480198225
2,0.05470068985240564,0.9906065700637793,0.024817868865583223,0.9358912335551679,0.13496932515337423,14.930875296930754,0.001,0.6025555689650449,0.4036697247706422,0.9028736093281986,0.25,0.24166666666666667,5.061609931792014,0.23392461197339245,5.1073079816435945
3,0.07082262053602087,0.9949296827048808,0.01409014490433112,0.9465813193358873,0.12576687116564422,13.664132892909551,0.001,0.6026192434728077,0.4311926605504587,0.9470474967907574,0.14890885750962773,0.35383333333333333,4.274614959247465,0.32907548443073364,4.364999720852428
4,0.08346823320454458,0.9966909508179222,0.008566167640701306,0.9528939276200612,0.09815950920245398,12.642824764754078,0.001,0.6163818219645955,0.41626987329513354,0.9480303273427471,0.14762516046213095,0.437875,3.731762781212829,0.41219994215752437,3.847557552576168
5,0.10138965607099279,0.9976249566354441,0.00592426547113922,0.9541101875565043,0.09815950920245398,11.759557007050955,0.001,0.6206117343232992,0.4128440366972477,0.9691177257167309,0.10125160462130937,0.4995,3.372195918182872,0.47211510652655936,3.4846320675881612
6,0.12019960281510206,0.9977317001574468,0.004483227924105356,0.9564605651589781,0.08312797765730245,10.982431476394826,0.001,0.6437774087288866,0.426277136631426,0.9705953145057766,0.09836328626444159,0.5599166666666666,3.034052100841338,0.5350187988045888,3.1419686630721895
7,0.1398888126880913,0.9904464547807754,0.021775678488511727,0.9548643342293391,0.08247083949400362,10.271291962713512,0.001,0.5994747593510827,0.44036697247706424,0.9766260162601625,0.08777278562259307,0.5898333333333333,2.8862601914122017,0.557023040586137,3.017095988645936
8,0.15798903461115485,0.99914605182398,0.0016011528300376274,0.9638977162433064,0.08690652209627074,9.640106061040076,0.001,0.625193337277204,0.39141312242756837,0.9838668699186991,0.08333333333333337,0.6434583333333334,2.5163914500348317,0.6058276294225393,2.687302248011703
9,0.177507187804862,0.9936487604408507,0.010967896885757746,0.9657398700438731,0.08008871365204534,9.046331212172364,0.001,0.6332851825718431,0.42224194980227586,0.9828104942233632,0.08333333333333337,0.6553333333333333,2.48526911428385,0.6165043863877374,2.649112045901299
10,0.19812768995871044,0.9965842072959198,0.007365303018173085,0.9623478478221212,0.08887793658616724,8.501765611762444,0.001,0.6101854038777775,0.45871559633027525,0.9824427685066324,0.08333333333333337,0.6812083333333333,2.3062467370493187,0.6410392364793213,2.4989541517427667
