epoch,LibriSpeech_val_auc,LibriSpeech_val_eer,TCOF_val_auc,TCOF_val_eer,accuracy,common_voice-fr_val_auc,common_voice-fr_val_eer,loss,lr,sitw_val_auc,sitw_val_eer,train_accuracy,train_loss,val_accuracy,val_loss
1,0.9059265561279205,0.16516516516516522,0.8557653725778275,0.22606532381028813,0.0,0.9527086500760182,0.047291349923981756,17.66962769060897,0.01,0.6357537740517814,0.42105263157894735,0.0,19102.638215045874,6.527415143603133e-05,19156.269247893128
