epoch,accuracy,librispeech_dev_clean_auc,librispeech_dev_clean_eer,loss,lr,sitw_eval_auc,sitw_eval_eer,train_accuracy,train_loss,val_accuracy,val_loss
1,2.5510204081632654e-05,0.8726413637215802,0.22077922077922074,14.24172993862499,0.005,0.4296858204342685,0.5625,0.41008,4.769457820443768,0.4089515634580012,4.777538314047841
2,0.012159863945578232,0.8620460084534888,0.22727272727272732,9.110649041031115,0.005,0.4514924621089971,0.572879716220574,0.73284,4.194512755047811,0.73068669527897,4.20358640646065
3,0.08928067523305618,0.8944208678460647,0.20111548556430447,6.1282246445095305,0.005,0.4814592738901429,0.5274911318929377,0.8788,4.221357095773437,0.8703249540159411,4.241130545112982
4,0.187173721340388,0.9110104134710434,0.16371391076115485,4.765518309597072,0.005,0.49070360367623345,0.4968558529506611,0.85644,4.715817339209034,0.8476394849785408,4.7334088278846265
5,0.2611328420256992,0.9357357496506119,0.1428571428571429,4.054730552922735,0.005,0.4861125107492207,0.5,0.87208,4.816105434623635,0.8624310239117106,4.833792471802129
6,0.3129884731670446,0.9342868007976277,0.12337662337662336,3.642431097435389,0.005,0.4874947933462324,0.48958333333333337,0.93916,4.611981791003229,0.9325567136725935,4.626987790144585
7,0.34825396825396826,0.9394346835906875,0.10556102362204726,3.375316258758096,0.005,0.46387086155003765,0.5520833333333333,0.8448,4.946275065424323,0.8405885959534029,4.952425865557697
8,0.3811366213151927,0.9441927003442752,0.140501968503937,3.1584798421335036,0.005,0.4444391258196281,0.5873105449854885,0.58276,5.462930157667191,0.5800889025137952,5.471964575148372
9,0.40757873519778287,0.9356606525036641,0.12337662337662336,2.9838846486334476,0.005,0.4951872043964313,0.5208333333333333,0.62112,5.498983277012864,0.6157265481299816,5.50982170235723
10,0.42825428319475933,0.9345845263660224,0.13311688311688308,2.8537527478680675,0.005,0.46038492287434163,0.5229764592067075,0.94196,4.762538475626648,0.937844880441447,4.778875763811151
11,0.4514191232048375,0.9264047959914101,0.1279527559055118,2.7146245926052255,0.005,0.4636659545307965,0.5783618187681393,0.8268,5.075362314097354,0.8243408951563458,5.09147420009829
12,0.46355662635424544,0.9515554163684086,0.10389610389610393,2.6381230871666337,0.005,0.49383515398258626,0.5208333333333333,0.71316,5.367801686893786,0.7033261802575107,5.388721458905087
13,0.4793562610229277,0.9354092634727478,0.12713254593175852,2.553787591450618,0.005,0.4782328281199613,0.53125,0.77836,5.240667817056425,0.7662477007970571,5.259417750019814
14,0.48899533887629126,0.9407291773187443,0.11363636363636365,2.489329528400624,0.005,0.5047691268945501,0.4490486939696872,0.89168,4.994854309602664,0.8881054567749846,5.004595285823902
15,0.5014531368102797,0.9480317091045438,0.10389610389610393,2.4227205121234494,0.005,0.4853508276899925,0.5309577555627217,0.9058,4.9744735520156445,0.9025137952176578,4.987207650534282
16,0.5105772864701437,0.9552612741589119,0.10389610389610393,2.37108568696102,0.005,0.522671618026443,0.53125,0.82308,5.1866937031528835,0.8184396076026977,5.2037715345358215
17,0.5160090702947846,0.9475169474554317,0.11363636363636365,2.343911629407683,0.005,0.5020221971407073,0.5334569493711706,0.91472,4.987708057761362,0.9087216431637033,5.010364712850614
18,0.5227232930209121,0.9349155396768586,0.11363636363636363,2.3103581514454397,0.005,0.4841784908094163,0.5398258626249597,0.80944,5.213361842448734,0.8028050275904353,5.2250852166486395
19,0.5347269463340892,0.9439967021167809,0.12337662337662335,2.2485025669033853,0.005,0.48524585483177474,0.5353111899387294,0.81416,5.154394505096225,0.8143776824034334,5.162389781731857
20,0.5357114512471655,0.9479946931349491,0.10744750656167978,2.2298853728475407,0.005,0.4555964809738794,0.53125,0.79856,5.262700121367886,0.7979767014101778,5.266039301916412
21,0.5430039052658101,0.9325569033984389,0.11363636363636365,2.1971800033269724,0.005,0.49163240352574433,0.5107223476297968,0.82084,5.205964271254005,0.8133047210300429,5.215475010382972
22,0.5463085789871505,0.9321979283839521,0.13311688311688308,2.183201987565388,0.005,0.5159407583575191,0.53125,0.8794,5.026696785677851,0.8766860821581851,5.039050555447366
23,0.5533865583270345,0.9390006114292533,0.11433727034120734,2.1445847836803758,0.005,0.5466180264430829,0.45833333333333337,0.64208,5.549126252729972,0.6430104230533416,5.561440547569911
24,0.5556179138321995,0.937534619252139,0.12337662337662336,2.1393771254905514,0.005,0.5026075257981297,0.53125,0.90192,5.01276823141157,0.8963059472716125,5.020453342869108
25,0.5581009070294785,0.9549688746293077,0.11363636363636365,2.1192061004020357,0.005,0.5112035432118671,0.5208333333333333,0.83624,5.20965101689014,0.8254138565297363,5.226668732929647
26,0.5651776266061981,0.9526275479769575,0.10389610389610393,2.082890042489103,0.005,0.49145520934107273,0.5,0.8718,5.022189525107683,0.8673359901900675,5.028854320782329
27,0.5661218190980096,0.9373255722296077,0.13311688311688308,2.0787113044652124,0.005,0.5108903042029453,0.5220090293453724,0.93612,4.918436709678842,0.9334763948497854,4.93185226544422
28,0.5707882968002016,0.9364473084330367,0.12337662337662335,2.0546969068502414,0.005,0.4829238552079974,0.5208333333333333,0.84812,5.177026590041668,0.8392090741876149,5.194273674023487
29,0.5727390400604686,0.8443004461090091,0.237012987012987,2.040200055186853,0.005,0.4793908886918199,0.5208333333333333,0.1784,6.432237481127492,0.18477927651747394,6.428844253899763
30,0.5723154446963971,0.9553922947131609,0.09801509186351706,2.0454037827206792,0.005,0.4777894227668494,0.5104166666666667,0.82524,5.192379423041194,0.8218117719190681,5.201316904156168
