epoch,accuracy,common_voice_test_auc,common_voice_test_eer,librispeech_dev_clean_auc,librispeech_dev_clean_eer,loss,lr,sitw_eval_auc,sitw_eval_eer,tcof_dev_auc,tcof_dev_eer,train_accuracy,train_loss,val_accuracy,val_loss
1,0.14246319401122895,0.8973507283496078,0.13390427405154473,0.7526730998382841,0.30450197889182057,8.068350138041039,0.0001,0.5063280338570755,0.5192307692307692,0.6086529204107831,0.44776957637997433,0.8569166666666667,1.272408037940244,0.8601414052143173,1.2430880399079125
2,0.19652744853399876,0.9088762606050904,0.11405474627821355,0.750373258717054,0.31182795698924726,7.75905957294013,0.0001,0.502194411348574,0.5235559858018716,0.6154859328198545,0.44616495507060333,0.8635,1.2388346363782792,0.8647812638091029,1.219233261411956
3,0.21067862341443128,0.9136785657115415,0.10541059708660157,0.7463199438959344,0.31182795698924726,7.6776306712800855,0.0001,0.5208240251197657,0.5043562439496612,0.6065468549422336,0.4470474967907574,0.8665416666666667,1.2085896706263006,0.8623508616880248,1.2269653081790965
4,0.22118226242462052,0.9170001600768368,0.10372979029934369,0.7431139972905496,0.3198924731182796,7.614097066165752,0.0001,0.5204098096160051,0.5125847047434656,0.6141688061617459,0.4691110397946085,0.87375,1.1662908158892056,0.8647812638091029,1.2248118977321185
5,0.23022270742358078,0.9129182007363534,0.11309428525692332,0.7439815356626096,0.29774076517150394,7.558648113534586,0.0001,0.5217680331124184,0.49661181026137463,0.6033376123234916,0.4612483953786906,0.872125,1.1663487459525776,0.8623508616880248,1.2373456387458484
6,0.23493948845913912,0.9071154153993917,0.11829678245557868,0.7472799103469798,0.3076352242744063,7.527014414604569,0.0001,0.5141438305160473,0.4903846153846154,0.607522999572101,0.4617297817715019,0.8805,1.127807324511002,0.8650022094564737,1.2389531180347098
7,0.2399561239342899,0.9090363374419721,0.11637586041299824,0.7390855072772151,0.32602242744063326,7.495512215555996,0.0001,0.5207798111053192,0.4878993223620523,0.6057579161317928,0.44801026957637996,0.87775,1.144237497261351,0.8658859920459567,1.2427510749763149
8,0.25232751091703054,0.9097166639987193,0.11637586041299824,0.7358192718529237,0.31182795698924726,7.427288831304174,0.0001,0.5148109191550624,0.4903846153846154,0.6141955498502354,0.45450898587933247,0.8815416666666667,1.1114152194929279,0.8625718073353955,1.250662338284137
9,0.2549454148471616,0.9200016007683688,0.09772690891627982,0.7402489484920702,0.32795698924731187,7.410001939164936,0.0001,0.5107401270881426,0.5192307692307692,0.5995801240907146,0.47400513478819,0.885375,1.0987966176265196,0.8634555899248785,1.2568137880314247
10,0.26140372218756497,0.915319353289579,0.10012806146950537,0.7285026030584164,0.33731860158311344,7.375567676498408,0.0001,0.49230831285526344,0.5480769230769231,0.6063797068891741,0.48788510911424904,0.8880833333333333,1.0987481457097723,0.8645603181617322,1.257481728484704
11,0.27362164691203994,0.9158396030094446,0.1065311349447735,0.7433751010724317,0.3198924731182796,7.30957742313947,0.0001,0.5196155087248989,0.5061310100032268,0.6187018613607188,0.45547175866495504,0.8880416666666666,1.0952902822653667,0.8627927529827663,1.2584954622609446
