epoch,accuracy,common_voice_val_auc,common_voice_val_eer,librispeech_val_auc,librispeech_val_eer,loss,lr,sitw_val_auc,sitw_val_eer,tcof_val_auc,tcof_val_eer,train_accuracy,train_loss,val_accuracy,val_loss
1,0.0,0.5335680563335201,0.46643194366647994,0.8010165793285997,0.26956521739130435,17.486730328130907,0.1,0.7753772110559807,0.3113313990973565,0.5309439717450635,0.5,0.0009166666666666666,7.408698161898597,0.0012126724268606943,7.438217310394212
2,0.0,0.5043610466511963,0.4956389533488037,0.8745894514692469,0.1874125874125874,15.93566707859315,0.1,0.7983007106214784,0.29134429400386846,0.6039091346925669,0.4971102905763365,0.002916666666666667,7.053900230946766,0.0031832651205093224,7.072452452083521
3,0.0,0.7356165479715131,0.26438345202848684,0.8897272548423443,0.17391304347826086,15.249535270328076,0.1,0.7882116726936338,0.28264023210831724,0.5937722175079696,0.4285714285714286,0.013083333333333334,6.353648536582903,0.01227830832196453,6.4219641187748575
4,0.0,0.35872609426262303,0.641273905737377,0.899600450700195,0.18260869565217386,14.700446194435855,0.1,0.7996497701342753,0.2934782608695652,0.608765451918446,0.4285714285714286,0.01625,6.206932285041657,0.014855237229043505,6.288579255064667
5,0.0,0.7177722653436824,0.2822277346563175,0.9196318089412718,0.15652173913043477,13.860249322999405,0.1,0.8324914851568413,0.25765635074145715,0.6784166227094466,0.3571428571428571,0.07483333333333334,5.359826846144238,0.06366530241018645,5.4793847669062465
6,1.6666666666666667e-05,0.36512763063135156,0.6348723693686484,0.9152533400103733,0.17342657342657342,13.261511144826551,0.1,0.8351755879797045,0.2715183752417795,0.7073653189000757,0.3571428571428571,0.11570833333333333,5.212469085175041,0.08958617553433379,5.34000610786278
7,5e-05,0.6811234696327118,0.31887653036728814,0.894252380185884,0.17391304347826084,12.711285460118578,0.1,0.7890324965660304,0.28392972275951,0.767493062403963,0.3476480976079628,0.167875,5.1854123651378465,0.13854782476883432,5.315185704647322
8,0.0003786368843069874,0.5423701688405218,0.45762983115947825,0.9257467851841253,0.134841628959276,12.1373101968555,0.1,0.8095180528691167,0.2934782608695652,0.6270841455863128,0.40768983785519347,0.163,5.2975716897296,0.13202971047445808,5.430393087977386
9,0.00115,0.42602224533888133,0.5739777546611187,0.9222039001067133,0.17391304347826086,11.693952453621927,0.1,0.8152419196591258,0.28260869565217395,0.6927791665711075,0.35714285714285704,0.20458333333333334,5.282908434322606,0.16825829922692132,5.426352355266451
10,0.0017619702176403206,0.6635192446187084,0.3364807553812915,0.9232753265489839,0.1554092965857672,11.386748262332233,0.1,0.8232767078743026,0.28260869565217395,0.6772469784189162,0.37983624979932573,0.25733333333333336,5.157593097083904,0.20994391390025768,5.303648334151443
