epoch,accuracy,common_voice_test_auc,common_voice_test_eer,librispeech_dev_clean_auc,librispeech_dev_clean_eer,loss,lr,sitw_eval_auc,sitw_eval_eer,train_accuracy,train_loss,val_accuracy,val_loss
27,0.6581127738017784,1.0,0.012563211125158028,0.979459295529932,0.07794661190965092,2.7521102486383815,0.001,0.6139284852800974,0.38095238095238093,0.8739166666666667,1.1507337050027342,0.8335479960603076,1.4031200689043843
28,0.6726033398395143,1.0,0.011860520281489682,0.9818174695940609,0.09230769230769231,2.6205213611862734,0.001,0.565968672586024,0.44938489989547326,0.871,1.0712352577380801,0.8319948480945526,1.331638755066992
29,0.689224463240078,1.0,0.02344299445182465,0.980070636550308,0.07449691991786447,2.4821496394296525,0.001,0.5685378115224541,0.47619047619047616,0.848625,1.3351830478970563,0.8091143268429426,1.591539971408199
30,0.7037848622858381,1.0,0.011860520281489682,0.9796187648080872,0.07893223819301848,2.368233968826291,0.001,0.6131588922454887,0.38095238095238093,0.84075,1.3927344181973618,0.8035078415031441,1.6293500447243454
31,0.7168001156654378,1.0,0.01443217665615142,0.975111167272153,0.09230769230769231,2.2601115304510357,0.001,0.5828116564628585,0.4285714285714286,0.8415416666666666,1.4600058872025024,0.8055534510190165,1.6947465810125186
32,0.7269392033542977,1.0,0.008568028560095201,0.973305449376086,0.08307692307692305,2.1707818400353944,0.001,0.5948456410786555,0.42855994210822546,0.914375,0.9155521790900505,0.8651034169255246,1.2139528394523549
33,0.74346446902335,1.0,0.009746434231378763,0.9665400094771758,0.11076923076923072,2.0482431160322494,0.001,0.5813796773835368,0.4464903111682882,0.9127916666666667,0.9087907895246702,0.8712402454731419,1.1797126634056263
34,0.7544419865538928,1.0,0.0062027833001988076,0.9825920707629126,0.0738461538461539,1.9492432933083266,0.001,0.626096478633264,0.38095238095238093,0.9314583333333334,0.8245599421630346,0.8837411925145844,1.1251866343553074
35,0.7639158533940577,1.0,0.008803934010152285,0.9765739377665456,0.08936344969199178,1.8721228818951179,0.001,0.6236919790027453,0.3809523809523809,0.8972916666666667,1.0767177775710846,0.8574134404121524,1.368634955254749
36,0.7764101785585195,1.0,0.019996863237139274,0.9739734007265834,0.09741273100616016,1.7707134115344594,0.001,0.6318397102348217,0.38095238095238093,0.8982916666666667,1.0683387451005684,0.8580953102507766,1.362242594655342
37,0.7844055519410107,1.0,0.0062027833001988076,0.9781226346548728,0.08303901437371664,1.7066803494578018,0.001,0.6188332050678276,0.38095238095238093,0.945,0.7559775626282488,0.8966967194484431,1.0958185963030584
38,0.7948573700571099,1.0,0.01629408060453401,0.9750742694676986,0.08517453798767967,1.6184032179545433,0.001,0.6245075178901665,0.38095238095238093,0.9149583333333333,1.0399342453876335,0.8727933934388968,1.3543886597984576
39,0.8025150003614545,1.0,0.008095880625446463,0.9731497709682514,0.08307692307692305,1.5640074300704039,0.001,0.6134039367938218,0.42857142857142855,0.910125,1.1178303163513423,0.8637396772482764,1.4559555124388783
40,0.8047635364707583,1.0,0.005728379346010025,0.9674376875691044,0.07761806981519508,1.519943882744875,0.001,0.6180750984964218,0.38095238095238093,0.949,0.7643935713087407,0.9052579740889461,1.1070966714543178
