epoch,accuracy,common_voice_test_auc,common_voice_test_eer,librispeech_dev_clean_auc,librispeech_dev_clean_eer,loss,lr,sitw_eval_auc,sitw_eval_eer,train_accuracy,train_loss,val_accuracy,val_loss
1,0.032885563507554394,1.0,0.0073868149324861,0.8752841573211183,0.21846153846153848,16.762190530032424,0.001,0.6054859348258077,0.4320173675323631,0.164875,5.975599948739,0.16868702174407152,5.98412525865274
2,0.08625070483626111,1.0,0.01768589844364094,0.925871047227926,0.146694045174538,14.858871045796043,0.001,0.6489277386599892,0.4285714285714286,0.22804166666666667,5.2191503820019784,0.22615349647700583,5.243251702842564
3,0.11212159329140461,1.0,0.024129314383882553,0.9456737956089086,0.12923076923076926,13.69253225412236,0.001,0.6622788377230767,0.33333333333333337,0.33016666666666666,4.497555195436221,0.31161451625123116,4.604829201787189
4,0.1253969493240801,1.0,0.022296980128305433,0.9503115463591849,0.12238193018480492,12.737334076269882,0.001,0.6575119554937838,0.3605371070193777,0.39691666666666664,4.018752143357922,0.3741950147738465,4.133502063893219
5,0.13714075037952722,1.0,0.020688033853146305,0.9584379087032064,0.12,11.894766521214494,0.001,0.6593383031430792,0.3797539599581892,0.49766666666666665,3.4430113900588992,0.4625729221910751,3.611891664010165
6,0.15104821802935012,1.0,0.03003725551071096,0.9633010898752171,0.11076923076923073,11.116752611271238,0.001,0.6118570930824689,0.4285714285714286,0.564375,3.0486607137953543,0.5307220243957875,3.206089517273552
7,0.16394390226270514,1.0,0.02458632532001249,0.9661912494076765,0.10153846153846158,10.393966642307902,0.001,0.6062057531865364,0.4285714285714286,0.6102083333333334,2.7223223101539094,0.5762936586105007,2.9059442925479617
8,0.17772327044025157,1.0,0.014198942967579078,0.9689123361238351,0.09230769230769231,9.718052335714043,0.001,0.6041305321678401,0.3965586556243468,0.6592083333333333,2.3708946627812737,0.620425789832563,2.5696318242504574
9,0.19221802935010482,1.0,0.013732144266435169,0.9692742378771125,0.08172484599589322,9.093686303136849,0.001,0.598927164336829,0.3837742220792796,0.686125,2.2341815169369337,0.6488370331085689,2.4239731351605056
10,0.20902060290609412,1.0,0.011626067700094906,0.9796733533407045,0.08394250513347022,8.490390205697956,0.001,0.5893895710571757,0.4285714285714286,0.70925,2.048869157477777,0.6705432229714372,2.2473992034511436
11,0.22830926046410754,1.0,0.013732144266435169,0.9778021797504344,0.08307692307692305,7.915199571534694,0.001,0.6036289566079709,0.380952380952381,0.7329583333333334,1.8672656986795204,0.6916433063110842,2.0965214722927503
12,0.2517414877466927,1.0,0.025954793452844894,0.9777913125888487,0.08307692307692305,7.3769963426157235,0.001,0.5746945557993238,0.411755246442068,0.7076666666666667,2.153970137988401,0.6739146905068566,2.343286019771297
13,0.27672088484059854,1.0,0.0062027833001988076,0.9775729584583794,0.08307692307692305,6.876296424042898,0.001,0.6131550634244209,0.4285714285714286,0.7715416666666667,1.606340681050955,0.7359269641639519,1.8140623946046006
14,0.30535849056603775,1.0,0.014198942967579078,0.9656074553782974,0.08969199178644764,6.39344988314398,0.001,0.560011027004675,0.42960521025970894,0.7685,1.6173096720199442,0.730623532085764,1.8285852895153891
15,0.33652092821513774,1.0,0.007623282776145477,0.9810643500236929,0.0738461538461539,5.939030835819195,0.001,0.5991454071376882,0.38095238095238093,0.8116666666666666,1.3658670349973114,0.7708159709068869,1.5872699580888148
16,0.36730933275500616,1.0,0.017222396980182447,0.9741725477807613,0.0738461538461539,5.535149426388589,0.001,0.5935821301263128,0.4285714285714286,0.8407083333333333,1.228282715645466,0.7989999242366846,1.4471934354693443
17,0.39977748861418344,1.0,0.011860520281489682,0.9752271679039646,0.0738461538461539,5.1659750359815035,0.001,0.5951596044062073,0.44158559138055803,0.794125,1.4823750991092448,0.7573301007652095,1.7057887423715659
18,0.4319816381117617,1.0,0.015131216013870283,0.9823312588848523,0.06882956878850102,4.79430196446427,0.001,0.5894699762995976,0.3929404197153654,0.810875,1.3971790085080353,0.776611864535192,1.5995490296610888
19,0.4601192799826502,1.0,0.01232909191496088,0.9812344337387459,0.0738461538461539,4.505480904960574,0.001,0.6593727625326886,0.42857142857142855,0.8085,1.4740713773514769,0.7799454504129101,1.6457188683129111
20,0.4909140461215933,1.0,0.01115682861212217,0.9736499131258886,0.09230769230769231,4.195363959200686,0.001,0.5876742592188439,0.4279971054112728,0.8281666666666667,1.2695699883835,0.7913099477233124,1.4927862601618973
21,0.5190693269717342,1.0,0.01045213397735371,0.9813342599905227,0.06461538461538463,3.9324935988717247,0.001,0.6032575609644035,0.3701053308675726,0.8270416666666667,1.3377493596793315,0.7906659595423896,1.5490397220188297
22,0.5444949034916504,1.0,0.009039727222266276,0.9798469752013899,0.06809034907597536,3.7061675971239674,0.001,0.5960900079256596,0.4285714285714286,0.84225,1.3013306086255376,0.8029017349799227,1.531874433288928
23,0.5713344899877105,1.0,0.009275408276518154,0.970441067761807,0.09230769230769231,3.4682633460032983,0.001,0.6507234557407429,0.3809523809523809,0.8614166666666667,1.1383812464248102,0.8213501022804758,1.3763073743260457
24,0.5946540880503145,1.0,0.009981779291768992,0.97936528194598,0.08307692307692305,3.2678962498067974,0.001,0.6153183473276743,0.4285714285714286,0.8782916666666667,0.9972045899076658,0.8378286233805591,1.2450205425183476
25,0.6167920190847973,0.9999999999999999,0.01582926445109466,0.9786791344179435,0.08542094455852156,3.087936360142318,0.001,0.6810745203444407,0.38095238095238093,0.83525,1.3067940160638047,0.7962724448821881,1.5368987338796944
26,0.6354306368828164,1.0,0.0023948271733056597,0.9724343073764019,0.08307692307692305,2.9284261140433516,0.001,0.6329883565551331,0.33333333333333337,0.8970833333333333,0.9122255572417324,0.8565800439427229,1.156906389767881
