epoch,accuracy,librispeech_dev_clean_auc,librispeech_dev_clean_eer,loss,lr,sitw_eval_auc,sitw_eval_eer,train_accuracy,train_loss,val_accuracy,val_loss
20,0.000842983651226158,0.5,0.5,nan,0.01,0.5,0.5,0.0007602432778489117,nan,0.0009196811771919068,nan
21,0.000842983651226158,0.5,0.5,nan,0.01,0.5,0.5,0.0007602432778489117,nan,0.0009196811771919068,nan
22,0.000842983651226158,0.5,0.5,nan,0.01,0.5,0.5,0.0009603072983354673,nan,0.0009196811771919068,nan
23,0.000842983651226158,0.5,0.5,nan,0.01,0.5,0.5,0.0010403329065300896,nan,0.0009196811771919068,nan
24,0.000842983651226158,0.5,0.5,nan,0.01,0.5,0.5,0.0006802176696542894,nan,0.0009196811771919068,nan
25,0.000842983651226158,0.5,0.5,nan,0.01,0.5,0.5,0.0007202304737516005,nan,0.0009196811771919068,nan
26,0.000842983651226158,0.5,0.5,nan,0.01,0.5,0.5,0.0008402688860435339,nan,0.0009196811771919068,nan
27,0.000842983651226158,0.5,0.5,nan,0.01,0.5,0.5,0.0011603713188220231,nan,0.0009196811771919068,nan
28,0.000842983651226158,0.5,0.5,nan,0.01,0.5,0.5,0.0007202304737516005,nan,0.0009196811771919068,nan
29,0.000842983651226158,0.5,0.5,nan,0.01,0.5,0.5,0.0008402688860435339,nan,0.0009196811771919068,nan
30,0.000842983651226158,0.5,0.5,nan,0.01,0.5,0.5,0.0008002560819462228,nan,0.0009196811771919068,nan
1,0.0,0.5,0.5,17.6623975187027,0.01,0.5,0.5,0.0,7.16317239084672,7.664009809932556e-05,7.163172390846701
2,0.0,0.5,0.5,17.6623975187027,0.01,0.5,0.5,4.001280409731114e-05,7.16317239084672,7.664009809932556e-05,7.163172390846701
3,0.0,0.5,0.5,17.6623975187027,0.01,0.5,0.5,0.0,7.16317239084672,7.664009809932556e-05,7.163172390846701
4,0.0,0.5,0.5,17.6623975187027,0.01,0.5,0.5,4.001280409731114e-05,7.16317239084672,7.664009809932556e-05,7.163172390846701
5,0.0,0.5,0.5,17.6623975187027,0.01,0.5,0.5,0.0,7.16317239084672,7.664009809932556e-05,7.163172390846701
6,0.0,0.5,0.5,17.6623975187027,0.01,0.5,0.5,0.0,7.16317239084672,7.664009809932556e-05,7.163172390846701
7,0.0,0.5,0.5,17.6623975187027,0.01,0.5,0.5,0.0,7.16317239084672,7.664009809932556e-05,7.163172390846701
8,7.663487738419619e-05,0.5,0.5,nan,0.01,0.5,0.5,0.00048015364916773366,nan,0.001072961373390558,nan
9,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0006402048655569782,nan,0.001072961373390558,nan
10,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0006402048655569782,nan,0.001072961373390558,nan
11,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0009603072983354673,nan,0.001072961373390558,nan
12,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0006402048655569782,nan,0.001072961373390558,nan
13,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0010403329065300896,nan,0.001072961373390558,nan
14,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.000600192061459667,nan,0.001072961373390558,nan
15,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0012403969270166453,nan,0.001072961373390558,nan
16,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0008402688860435339,nan,0.001072961373390558,nan
17,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0006802176696542894,nan,0.001072961373390558,nan
18,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0009603072983354673,nan,0.001072961373390558,nan
19,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0007602432778489117,nan,0.001072961373390558,nan
20,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0007602432778489117,nan,0.001072961373390558,nan
21,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.00048015364916773366,nan,0.001072961373390558,nan
22,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.000560179257362356,nan,0.001072961373390558,nan
23,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0006802176696542894,nan,0.001072961373390558,nan
24,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0010403329065300896,nan,0.001072961373390558,nan
25,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0010803457106274008,nan,0.001072961373390558,nan
26,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0008402688860435339,nan,0.001072961373390558,nan
27,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0005201664532650448,nan,0.001072961373390558,nan
28,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0008002560819462228,nan,0.001072961373390558,nan
29,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.001200384122919334,nan,0.001072961373390558,nan
30,0.0008259536784741145,0.5,0.5,nan,0.01,0.5,0.5,0.0006802176696542894,nan,0.001072961373390558,nan
