epoch,accuracy,common_voice_test_auc,common_voice_test_eer,librispeech_dev_clean_auc,librispeech_dev_clean_eer,loss,lr,sitw_eval_auc,sitw_eval_eer,tcof_dev_auc,tcof_dev_eer,train_accuracy,train_loss,val_accuracy,val_loss
1,0.215501351632356,0.8085881222987034,0.365135264927165,0.7518098951347034,0.3014492753623188,7.638438581621477,1e-05,0.6565859768653388,0.35747701242135826,0.4786427572445371,0.5555555555555556,0.8682083333333334,1.2023279455748173,0.8663278833406982,1.21087405182959
2,0.21843938448741942,0.8248759404514167,0.33231951336641585,0.7523912745396122,0.3014492753623188,7.634481395747715,1e-05,0.6582038848770675,0.3529411764705882,0.47966719224636317,0.5555555555555556,0.8687916666666666,1.17431741350932,0.8663278833406982,1.21164537370046
3,0.22182751091703054,0.8241555946854491,0.33400032015367376,0.7511812995188955,0.2927536231884058,7.606159274598473,1e-05,0.6587400244821271,0.3529411764705882,0.47724418076378305,0.5555555555555556,0.87325,1.1696789863726946,0.865665046398586,1.2122137773159727
4,0.2215560407569141,0.8161917720505842,0.348967504402113,0.7564168142173258,0.2927536231884058,7.60503799412769,1e-05,0.6555397929457313,0.3529411764705882,0.48054018903052814,0.5555555555555556,0.8720416666666667,1.1528689291343954,0.8647812638091029,1.2175870682213
5,0.22754782699105844,0.842484392508404,0.2971026092524412,0.7533878227484365,0.293048128342246,7.568635668890199,1e-05,0.658289287646015,0.3529411764705882,0.47757378159045755,0.5555555555555556,0.868,1.1848469352853965,0.8652231551038444,1.2155951860085885
6,0.22711208151382825,0.8267568432847767,0.3287978229550184,0.7516195994968373,0.2927536231884058,7.566809013237875,1e-05,0.6594303635311198,0.3529411764705882,0.48006805811664305,0.5555555555555556,0.8699583333333333,1.1858012903579647,0.8647812638091029,1.2165266236329653
7,0.2290334788937409,0.8257163438450457,0.330638706579158,0.7510169966435952,0.2927536231884058,7.568506961939026,1e-05,0.6596035413681525,0.35294117647058826,0.4787852873317477,0.5555555555555556,0.8675,1.181552578481333,0.8650022094564737,1.2179013550201752
8,0.23007870659180701,0.8206339042740516,0.3410437009764687,0.7568698990693876,0.2840579710144927,7.556857664438002,1e-05,0.656059326456829,0.3529411764705882,0.48335515825293746,0.5555555555555556,0.8674166666666666,1.182611351280983,0.8654441007512153,1.2192517836384262
9,0.2295322312331046,0.8445253721786459,0.2932607651672803,0.7524000977709416,0.2965857671740025,7.565526396167585,1e-05,0.6547782849226156,0.3529411764705882,0.4797206410290672,0.5555555555555556,0.8724166666666666,1.1585685370451162,0.8654441007512153,1.2207306275108232
10,0.2331632355999168,0.8244757483592124,0.33287978229550186,0.7508872712964785,0.3014492753623188,7.5349648122134605,1e-05,0.6597885807008721,0.3529411764705882,0.47980972233357383,0.5555555555555556,0.867875,1.1814560951138506,0.8647812638091029,1.2212147508642257
11,0.23808120191307963,0.8252361133344005,0.33255962862173843,0.7511111905996817,0.29609214315096666,7.518540761122729,1e-05,0.6606236299972481,0.3529411764705882,0.4804332914651202,0.5555555555555556,0.8695416666666667,1.1749266586428606,0.8650022094564737,1.2211649632761956
