epoch,accuracy,common_voice_test_auc,common_voice_test_eer,librispeech_dev_clean_auc,librispeech_dev_clean_eer,loss,lr,sitw_eval_auc,sitw_eval_eer,tcof_dev_auc,tcof_dev_eer,train_accuracy,train_loss,val_accuracy,val_loss
9,7.142857142857143e-05,1.0,0.004540385534490998,0.802652363703485,0.3065015479876161,14.592948801756748,0.001,0.6488175435340695,0.42501005227181343,0.5542646904495874,0.45413690715030897,0.6541666666666667,4.604981055233345,0.11268228015908087,6.319977707215383
10,0.00011904761904761905,1.0,0.0033495494058537363,0.8090380509771887,0.28323889299499055,14.310423589439981,0.001,0.6216015588753827,0.41538461538461535,0.5459618625496163,0.46153846153846156,0.6821666666666667,4.446143634595674,0.10472823685373397,6.339662016705706
11,0.00021428571428571427,1.0,0.004540385534490998,0.793287400929174,0.27420546932742057,14.048179665369707,0.001,0.600032167269803,0.43755528749497385,0.5484002395165223,0.46153846153846156,0.7435833333333334,4.128117705881222,0.12129916040653999,6.256251617656715
12,0.0002619047619047619,1.0,0.0038262255878836185,0.8051569585965116,0.2786377708978328,13.780986009029032,0.001,0.6367436825337911,0.4461538461538461,0.5386590778613891,0.4615384615384615,0.7462083333333334,4.077498793781274,0.1179849756959788,6.26626090360142
13,0.00038095238095238096,1.0,0.004540385534490998,0.7936794510078509,0.2888231912622157,13.584205474019527,0.001,0.6553524481148124,0.4045034177724165,0.5543079021933047,0.46153846153846156,0.7547083333333333,3.97930375487445,0.1254971277065842,6.278718091078259
14,0.0005131004366812227,1.0,0.005015923566878981,0.8077151997713803,0.28792569659442724,13.360811608986799,0.001,0.6512325631746622,0.4116606353035786,0.536294778169427,0.46153846153846156,0.7657083333333333,3.7780551597799614,0.12152010605391074,6.28322314503006
15,0.00042857142857142855,1.0,0.005015923566878981,0.7923194796259811,0.29859571322985956,13.090178489521348,0.001,0.6440790572515542,0.4316043425814234,0.5450420697190619,0.46153846153846156,0.806875,3.5315803621113555,0.13300927971718957,6.207073095939957
16,0.0006666666666666666,1.0,0.0035879445064583002,0.7915122429205341,0.29136897429580355,12.79720640668715,0.001,0.6671033992143763,0.42324085243264975,0.5608637410258468,0.40791268758526605,0.8304583333333333,3.3094429709492124,0.140521431727795,6.184388347982382
17,0.0008095238095238096,1.0,0.004302446020237431,0.7849267168907734,0.28792569659442724,12.558609864526986,0.001,0.6287661996226532,0.4119018898271009,0.549622514553098,0.4530936521948479,0.830875,3.2315217188461673,0.14007954043305346,6.168437002576365
18,0.0010607194843002704,1.0,0.004064392731909467,0.7657249074601638,0.320193807998686,12.385303811227606,0.001,0.6144332065200582,0.4,0.5236028717290254,0.46153846153846156,0.82975,3.2883053489806775,0.1332302253645603,6.197547551294872
19,0.0009523809523809524,1.0,0.004302446020237431,0.7987051668996847,0.26006191950464397,12.193362870162014,0.001,0.6628164919117875,0.4,0.5193804670572185,0.4583901773533425,0.8370416666666667,3.108467192452784,0.13256738842244808,6.212804130666207
20,0.0012273861509669369,1.0,0.005253522247870731,0.7719580460651214,0.28792569659442724,11.92045246156688,0.001,0.6193053106925241,0.4599115400080418,0.5360602001321044,0.46153846153846156,0.8019583333333333,3.1146637601745697,0.12395050817498895,6.320341358279625
21,0.0013571428571428571,1.0,0.00311104020421187,0.7940989598469022,0.29721362229102166,11.773721054430837,0.001,0.6420265379975875,0.4,0.4985277141604884,0.46153846153846156,0.8665,2.6623792482824915,0.14361467079098542,6.145932115933873
22,0.0016321480557288416,1.0,0.0033495494058537363,0.7748229100641696,0.3128028249979469,11.49133249583052,0.001,0.6791945810522408,0.4,0.5542153055996246,0.4615384615384616,0.8711666666666666,2.5852552824618535,0.14604507291206364,6.1427082254542125
23,0.0017142857142857142,1.0,0.002872416819596266,0.7838507402805523,0.2902192658290219,11.274770377507064,0.001,0.6396115183569948,0.44615384615384607,0.49949689184100554,0.45550116363052723,0.8729166666666667,2.6425979916013507,0.14383561643835616,6.1417905547292575
24,0.0019892909128716987,1.0,0.002872416819596266,0.7443009724214891,0.33436532507739936,11.145580491818915,0.001,0.6431573412514306,0.4461538461538461,0.5466223849178669,0.46153846153846156,0.8679583333333334,2.4649369580452074,0.1453822359699514,6.166008893409799
25,0.002261904761904762,1.0,0.0038262255878836185,0.7562874840681983,0.32507739938080493,10.905748388739312,0.001,0.6585332962172528,0.4,0.5335415727840092,0.46153846153846156,0.8705833333333334,2.3389322639075085,0.14250994255413169,6.161060245774323
26,0.0027881056352672073,1.0,0.0035879445064583002,0.7726269719775724,0.28414223536174754,10.675180491621505,0.001,0.5915709381089357,0.4461538461538461,0.5419061317464334,0.46153846153846156,0.8703333333333333,2.3436974000418718,0.1444984533804684,6.168050252927577
27,0.00287024329382408,1.0,0.00311104020421187,0.7764506043596885,0.29721362229102166,10.587355327596466,0.001,0.6260740465806811,0.4730197024527543,0.5311957924107832,0.4615384615384615,0.8955833333333333,2.0683104913072943,0.1520106053910738,6.101356124103706
28,0.0034285714285714284,1.0,0.00311104020421187,0.7283204823792304,0.35294117647058815,10.385307198428857,0.001,0.6267792521109771,0.4461538461538461,0.49345959393307115,0.46153846153846156,0.875125,2.2233571850468463,0.13941670349094124,6.180650231855331
29,0.003632148055728842,1.0,0.0033495494058537363,0.775589721372399,0.3157894736842105,10.27225670760827,0.001,0.5999418514738177,0.4461538461538462,0.533127974665572,0.46153846153846156,0.8948333333333334,1.957044840635742,0.15046398585947857,6.101507744406117
30,0.004655957579538366,1.0,0.0033495494058537363,0.7647796142095017,0.30598669623059865,9.967800869003694,0.001,0.6502564102564102,0.436670687575392,0.5202138364003384,0.46153846153846156,0.8839583333333333,1.9880174180504175,0.14803358373840036,6.149746416629051
31,0.0054285714285714284,1.0,0.0035879445064583002,0.7463059704243726,0.33374394350004105,9.823161894908768,0.001,0.6388036250038662,0.41538461538461535,0.5243868562221824,0.4406548431105048,0.8793333333333333,2.158642966594366,0.14096332302253645,6.199163677172832
32,0.0054761904761904765,1.0,0.00311104020421187,0.7627570731097122,0.3157894736842105,9.74387141158793,0.001,0.5789452847112678,0.4738238841978287,0.5251893600340756,0.4703474841505498,0.8946666666666667,1.8535565962444003,0.15377817057003976,6.144169092127166
33,0.008515491786234144,1.0,0.0035879445064583002,0.7548807310945798,0.3291451096329145,9.487425473289871,0.001,0.6395249141690638,0.4,0.5249794744217343,0.4927373405023674,0.9062916666666667,1.623805961085158,0.14980114891736632,6.094565702925076
34,0.010015491786234143,1.0,0.0023948271733056597,0.7437833239388778,0.3157894736842105,9.320662913277399,0.001,0.597445176456033,0.4,0.5208805318748341,0.4766872642645052,0.904125,1.6282662403958827,0.15267344233318603,6.097779965032754
35,0.013132148055728841,1.0,0.002872416819596266,0.7614410865939976,0.33436532507739936,9.112807286246458,0.001,0.5733469425628654,0.49230769230769234,0.5177569401146964,0.45871117887809965,0.9057916666666667,1.5613163022953673,0.15311533362792754,6.124712061954393
36,0.014714285714285714,1.0,0.002872416819596266,0.7627669887731807,0.32507739938080493,8.993075310906043,0.001,0.6082694627447343,0.43546441495778043,0.5212262258245727,0.46810047347724903,0.906375,1.613954355054452,0.14714980114891738,6.1329379178914865
37,0.01830952380952381,1.0,0.00311104020421187,0.7521305328448724,0.3223289808655662,8.85781071190233,0.001,0.6343113420556123,0.4461538461538461,0.511997431987802,0.4955461038439933,0.8934166666666666,1.700629766014258,0.14714980114891738,6.130621440278071
38,0.019457163651486798,1.0,0.00311104020421187,0.7417803599182441,0.35294117647058815,8.799187682470226,0.001,0.5849655129751632,0.4461538461538461,0.5168680128153685,0.46153846153846156,0.8948333333333334,1.563433517695518,0.14405656208572692,6.169848033662133
39,0.025972655437720937,1.0,0.002872416819596266,0.7378392650611937,0.3065015479876161,8.586225641507763,0.001,0.5931718783829761,0.4298351427422598,0.5287142037001599,0.46153846153846156,0.9144166666666667,1.4304817306528643,0.14958020326999558,6.114826389121986
40,0.03467144936577251,1.0,0.004064392731909467,0.7338839323283934,0.33785004516711836,8.337239756687312,0.001,0.5827459713587579,0.4461538461538461,0.49749680541751806,0.49963887328464807,0.8810416666666666,1.6431702809205386,0.13499779054352629,6.228363761099958
41,0.040684549802453736,1.0,0.002872416819596266,0.7442244438393347,0.34540527223454054,8.251909373749644,0.001,0.6573183631808481,0.4,0.564777490385387,0.46153846153846156,0.9235833333333333,1.1926441278032671,0.15974370304904995,6.030797154066098
42,0.056667914327302976,1.0,0.00311104020421187,0.7770051187705798,0.28792569659442724,7.990283029013905,0.001,0.5950796449228295,0.456453558504222,0.5094355928959894,0.4627236979375652,0.9032916666666667,1.3410059317034253,0.14891736632788333,6.1146792298927135
43,0.057840507381992104,1.0,0.0023948271733056597,0.746041806979661,0.32507739938080493,7.9510866216352785,0.001,0.5796183229717609,0.5384615384615384,0.500978437339885,0.4766872642645052,0.9139583333333333,1.2190623911014526,0.1482545293857711,6.12233813345007
44,0.07685485547930963,1.0,0.002633679169992019,0.7744346737022112,0.30073088609673976,7.766889566170421,0.001,0.5976332312641118,0.46586248492159227,0.5269054835702778,0.47444025359120456,0.8971666666666667,1.344892394885656,0.14516129032258066,6.215062204291934
45,0.08810002079434394,1.0,0.004064392731909467,0.7258619063346089,0.3419561468341956,7.642668936693934,0.001,0.603425814234017,0.46153846153846156,0.5403566820788552,0.46153846153846156,0.8944583333333334,1.3973576778231536,0.1416261599646487,6.1984319260856795
46,0.09843221043876065,1.0,0.0023948271733056597,0.7578536504006563,0.3157894736842105,7.54415249753964,0.001,0.6327537038755374,0.4,0.5156951226287556,0.5233929861166841,0.9215416666666667,1.2152657018469106,0.155324790101635,6.084605357958616
47,0.13812986067789562,1.0,0.0033495494058537363,0.7435107703173851,0.33086967233308695,7.291162736392885,0.001,0.7053230645510501,0.37233614796944114,0.5062687893921343,0.46360645213064755,0.927125,1.0746407827348394,0.16349977905435262,6.083941546934951
48,0.1371822624246205,1.0,0.002872416819596266,0.7582459547271145,0.32507739938080493,7.248256567941829,0.001,0.5377365376882868,0.5080016083634902,0.5186273480952881,0.5315785249979937,0.931125,1.0157332813909938,0.16349977905435262,6.049643424910146
49,0.1706810147639842,1.0,0.002872416819596266,0.73200987193285,0.32142563849880923,7.046478759144279,0.001,0.6317045559988865,0.48556493767591474,0.5006203971776558,0.4637669528930263,0.935125,1.0935984030276478,0.15841802916482545,6.0910375563468975
50,0.1944500935745477,1.0,0.002872416819596266,0.7644808730665409,0.3211792723987846,6.92630301146925,0.001,0.5488973431072346,0.5076923076923077,0.5078737970159204,0.4633657009870797,0.9267916666666667,1.0785789199079214,0.15687140963323024,6.087676724434983
