epoch,accuracy,common_voice_test_auc,common_voice_test_eer,librispeech_dev_clean_auc,librispeech_dev_clean_eer,loss,lr,sitw_eval_auc,sitw_eval_eer,train_accuracy,train_loss,val_accuracy,val_loss
1,0.8432856213402732,1.0,0.012563211125158028,0.9754280567019968,0.0780346820809249,1.2833836948649338,1e-06,0.7112022985781021,0.3389830508474576,0.976375,0.40109088194399306,0.9759072657019471,0.41365861512716023
2,0.8437803802501265,1.0,0.011860520281489682,0.9756228116816843,0.0780346820809249,1.2806270750842952,1e-06,0.7092881791888221,0.3389830508474576,0.9741666666666666,0.41570069404062426,0.9756799757557391,0.4135541691153
3,0.8438353213330442,1.0,0.013264903276746941,0.9771908389540398,0.0780346820809249,1.2807640989461504,1e-06,0.7093249629777976,0.3389830508474576,0.974375,0.41390901936494084,0.9759830290173498,0.4138258219678917
4,0.844110460493024,1.0,0.012797219369618452,0.9774398114372299,0.0780346820809249,1.2788756874757192,1e-06,0.7099502873903809,0.3389830508474576,0.9750833333333333,0.41112514580993076,0.9758315023865445,0.414046503487376
5,0.8435367599219258,1.0,0.01232909191496088,0.97743267755519,0.0780346820809249,1.2821334965605966,1e-06,0.7125905460212882,0.3389830508474576,0.9759583333333334,0.40804422161301507,0.9759451473596484,0.4139981163959389
6,0.8440630376635581,1.0,0.01115682861212217,0.9771680105315123,0.0780346820809249,1.277667229563198,1e-06,0.7101164956220478,0.3389830508474576,0.976,0.4059564226455993,0.9757178574134404,0.41466835797873014
7,0.8434533362249692,1.0,0.014198942967579078,0.9774790477884491,0.0780346820809249,1.279599433787228,1e-06,0.7110578881473094,0.3389830508474576,0.9760416666666667,0.41251623717160274,0.9757936207288431,0.4141169494844668
8,0.8440983156220632,1.0,0.01232909191496088,0.9767991888300529,0.07803468208092489,1.2770169523306298,1e-06,0.7121191685773801,0.3389830508474576,0.974875,0.4239893673269641,0.9759072657019471,0.4147195431385367
9,0.8445125424709029,1.0,0.01115682861212217,0.9772850061969656,0.0780346820809249,1.2772459675836951,1e-06,0.7106532664685792,0.3389830508474576,0.97625,0.40828428369720615,0.9757178574134404,0.41451457163794514
10,0.8440876165690739,1.0,0.013264903276746941,0.9761079156603929,0.0780346820809249,1.2780307263672714,1e-06,0.7082623201851723,0.33898305084745767,0.9757083333333333,0.4084747722879543,0.9756420940980377,0.4146634340328387
11,0.8440718571531844,1.0,0.01045213397735371,0.9773477843589161,0.0780346820809249,1.2784145495098702,1e-06,0.7083195394124675,0.3389830508474576,0.9747916666666666,0.41662583937833764,0.9759830290173498,0.41451054739821813
12,0.8441330152533797,1.0,0.012563211125158028,0.9771872720130199,0.0780346820809249,1.277700917024318,1e-06,0.7106532664685792,0.33898305084745767,0.9755416666666666,0.41124261747097984,0.9756420940980377,0.41467304416405565
