epoch,accuracy,common_voice_test_auc,common_voice_test_eer,librispeech_dev_clean_auc,librispeech_dev_clean_eer,loss,lr,sitw_eval_auc,sitw_eval_eer,train_accuracy,train_loss,val_accuracy,val_loss
26,0.848527868141401,1.0,0.005256032491837223,0.9687645874943563,0.08826916748930569,1.2417690907284231,1e-05,0.6576772635814889,0.3849496981891348,0.97675,0.4068043408161804,0.9747329343132055,0.42489663910343317
27,0.8487687414154558,1.0,0.005493630573248408,0.9671303098479457,0.09593023255813948,1.238643145877738,1e-05,0.6633046277665996,0.37408450704225354,0.977875,0.39359242540399647,0.9748465792863096,0.4229849732525884
28,0.8487661389431072,1.0,0.0064428889595927455,0.9684819248987963,0.08720930232558144,1.2383781583996651,1e-05,0.6623098591549296,0.3806841046277666,0.9772083333333333,0.4049385291301404,0.9745435260246988,0.4269903281916127
29,0.8491394491433528,1.0,0.005968486391851027,0.9679017730740681,0.09593023255813948,1.2364384450143442,1e-05,0.6593223340040242,0.37633802816901407,0.9772083333333333,0.4071346191325658,0.9745814076824002,0.4251101019338011
30,0.849732234511675,1.0,0.005968486391851027,0.9671004174414778,0.09593023255813948,1.2337517672931313,1e-05,0.6611605633802816,0.3720724346076459,0.97775,0.401117782491907,0.9749223426017123,0.42524286942575085
31,0.8492413793103448,1.0,0.00691683892510733,0.9681533475669014,0.09238236261928266,1.233976235719098,1e-05,0.663117907444668,0.3748893360160966,0.9759166666666667,0.4040477658930661,0.9746950526555042,0.42410374542686496
32,0.8493761295452902,0.9999999999999999,0.006205744291510859,0.9678075522088814,0.08835143139190524,1.2317540962590325,1e-05,0.6605553319919517,0.3863983903420523,0.9766666666666667,0.4108361479986924,0.9750359875748162,0.4259385589477861
33,0.8499741198583098,1.0,0.007153644384389158,0.9662880614033074,0.09593023255813948,1.2285323776156958,1e-05,0.6628861167002011,0.3819718309859155,0.9762916666666667,0.41732560690074033,0.9743919993938934,0.4266759805262963
34,0.8496934865900383,1.0,0.006679920477137177,0.9665723979736296,0.09238236261928266,1.2292938778200524,1e-05,0.6630760563380281,0.3637826961770624,0.9774583333333333,0.40847890483405697,0.9747329343132055,0.4250447619874563
35,0.8503880575435553,0.9999999999999999,0.00691683892510733,0.9675607605010828,0.09460348798947021,1.2260339128472961,1e-05,0.6640418511066398,0.37295774647887325,0.978,0.41353565879969173,0.9743162360784908,0.43114921346992235
36,0.850408732740548,1.0,0.006205744291510859,0.9658442189520727,0.08859822309970385,1.2243817766517981,1e-05,0.6634430583501006,0.3677263581488934,0.9785416666666666,0.40518693563685837,0.9743541177361922,0.4280351487092257
37,0.8506686908118268,1.0,0.006205744291510859,0.9666534661799704,0.09279368213228036,1.2227236811440942,1e-05,0.661897786720322,0.3768209255533199,0.97475,0.41776008737326287,0.9750359875748162,0.4260287040481904
38,0.8511793537193667,1.0,0.005731115179495344,0.9657201056804181,0.09517933530766699,1.2190223180419475,1e-05,0.6603525150905433,0.3768209255533199,0.9787083333333333,0.40175156288485314,0.9749223426017123,0.4264517449345623
39,0.8509516373888528,1.0,0.005731115179495344,0.9664246099160525,0.09271141822968082,1.2206875479794612,1e-05,0.6641738430583501,0.3628169014084507,0.9792083333333333,0.39582110455071406,0.9741647094476854,0.43172389465182276
40,0.8511812332827298,1.0,0.0064428889595927455,0.9672274003841532,0.09593023255813948,1.2192677191266723,1e-05,0.6591871227364186,0.39476861167002014,0.9789583333333334,0.4018154110479262,0.9748844609440109,0.427590548494871
41,0.8511630159762886,1.0,0.005968486391851027,0.9668127329216312,0.08958538993089832,1.216754846901876,1e-05,0.6603621730382294,0.3854325955734406,0.9777916666666666,0.4055840518255823,0.9749981059171149,0.42767212323213
42,0.851500759054435,1.0,0.0064428889595927455,0.9666015729623423,0.08341559723593288,1.2161493479296797,1e-05,0.6646985915492958,0.3779476861167002,0.9772916666666667,0.41313700769076256,0.9749981059171149,0.4313914343959252
43,0.8517761873780091,1.0,0.006679920477137177,0.9678950771750193,0.09295820993747943,1.213245463909527,1e-05,0.6600756539235413,0.383420523138833,0.9776666666666667,0.398739099199585,0.9745814076824002,0.4311335752539842
44,0.8518561411118339,1.0,0.007153644384389158,0.9661254467121223,0.08909180651530109,1.2109216763564297,1e-05,0.6627058350100603,0.3638631790744467,0.9784583333333333,0.4049613051663003,0.9743541177361922,0.43137168996681297
45,0.8525051687992482,1.0,0.005256032491837223,0.9676368067831371,0.09593023255813948,1.2098900310858336,1e-05,0.6635879275653924,0.3830181086519115,0.978,0.40807090729301027,0.9750359875748162,0.42867510835257233
46,0.852286705703752,1.0,0.007390336935791482,0.9666575315472501,0.08777558407370846,1.2098645775969514,1e-05,0.6636008048289739,0.3715090543259557,0.9779583333333334,0.4122808608016754,0.9744298810515948,0.43574352032972896
47,0.8527668618520928,1.0,0.006679920477137177,0.9657939997092068,0.09593023255813948,1.2079264190313006,1e-05,0.6643509054325956,0.376579476861167,0.97825,0.40344175860504267,0.9747329343132055,0.4296448485136703
48,0.852632689944336,1.0,0.0064428889595927455,0.967163550203938,0.09369858506087529,1.2068486322963339,1e-05,0.6624386317907445,0.3822132796780684,0.978875,0.4104781697014991,0.9749981059171149,0.43042258313721116
49,0.8528543338393696,1.0,0.0064428889595927455,0.9667488827414159,0.09593023255813948,1.2032716555145084,1e-05,0.6608450704225353,0.3918712273641851,0.9779583333333334,0.3965837955771578,0.9748844609440109,0.4301656734917478
50,0.852221065567845,1.0,0.005968486391851027,0.9671712026599938,0.09197104310628496,1.2043782818410171,1e-05,0.6596313883299798,0.3835010060362173,0.979625,0.39506209541452814,0.9743162360784908,0.4343318668414463
