epoch,accuracy,common_voice_val_auc,common_voice_val_eer,librispeech_val_auc,librispeech_val_eer,loss,lr,sitw_val_auc,sitw_val_eer,tcof_val_auc,tcof_val_eer,train_accuracy,train_loss,val_accuracy,val_loss
1,0.0,1.0,0.004540385534490998,0.8657463281293898,0.22315202231520223,17.785475465276047,0.1,0.6042015403173424,0.46153846153846156,0.6302015958238412,0.3958650532895264,0.0017083333333333334,7.369453639911272,0.0016674245869334546,7.394733908630161
2,0.0,1.0,0.01232909191496088,0.8837339238188247,0.18155714168512593,16.322391058697846,0.1,0.6281636819151899,0.4220345798150382,0.570604329559374,0.435611827870823,0.007833333333333333,6.9893165374902235,0.007579202667879339,7.038037511839058
3,0.0,1.0,0.01559669161087042,0.9001566696449463,0.15029945032406267,15.605411877034157,0.1,0.6380031548668461,0.4076397265782067,0.5990750174579007,0.3722253385687956,0.007541666666666667,6.854259337467599,0.006214946187661058,6.908501489814959
4,0.0,1.0,0.006439815550961998,0.8864499882477982,0.19292604501607713,14.915643319841012,0.1,0.5982406977823143,0.42428628870124646,0.6340709534875735,0.2909688276304191,0.03270833333333333,6.062818904527061,0.02395028043049871,6.138048312876669
5,0.0,1.0,0.0073868149324861,0.9006547203094668,0.15434083601286175,14.052495857576513,0.1,0.6641440103925027,0.36923076923076925,0.637367920964363,0.3236637551085824,0.050708333333333334,5.953447170377036,0.03910868576625739,6.03104245970481
6,0.0,1.0,0.004778211356215657,0.8969383337831089,0.16398713826366562,13.973350109726345,0.1,0.619096223438805,0.3692307692307693,0.7322015271370188,0.2857142857142857,0.089125,5.763427478147244,0.07321509777171442,5.850053832753558
7,0.0001,1.0,0.004064392731909467,0.8980882293586622,0.15434083601286175,13.220485691021612,0.1,0.6455191611765798,0.34821069561720946,0.6841093036300986,0.2857142857142857,0.10579166666666667,5.845954701738677,0.08913142337426103,5.924521080228429
8,0.0002786368843069874,1.0,0.007150234368793199,0.9031673964638931,0.16398713826366562,12.77656931930514,0.1,0.6553697689523986,0.36923076923076925,0.6919167057799961,0.28704223094799264,0.16266666666666665,5.6970147233818365,0.12111565863271184,5.8240920338598166
9,0.00046666666666666666,1.0,0.005728379346010025,0.8228559354159131,0.2797427652733119,12.284440721242373,0.1,0.5957168043054654,0.40900683554483314,0.5774959074101633,0.4085263242246975,0.071375,6.462630143720185,0.05942094891617402,6.548623748355916
10,0.00105,1.0,0.004540385534490998,0.9105511030846165,0.14275166133398967,11.983020977954991,0.1,0.6489635334508675,0.41538461538461535,0.6569093219465845,0.42857142857142866,0.165875,5.887962844519944,0.1374867363953312,6.000877579378284
11,0.0017119702176403206,1.0,0.007150234368793199,0.892541348361379,0.19292604501607713,11.691942421332511,0.1,0.5932337385172126,0.41538461538461535,0.5777935503073736,0.4167000560942383,0.08458333333333333,6.215873742350857,0.07245717750492649,6.31399649498234
12,0.0032406071019473077,1.0,0.004540385534490998,0.9117666843675138,0.14469453376205788,11.201612498719559,0.1,0.5935158207293311,0.448572577402493,0.7357274506885854,0.2857142857142857,0.057875,6.487377117553106,0.04547521600727603,6.574231244641005
13,0.004423940435280642,1.0,0.006913541004450095,0.8793952377598377,0.19292604501607713,11.029920409316833,0.1,0.6413807181961585,0.3835946924004825,0.6941948187240278,0.2857142857142857,0.17379166666666668,6.019205894582971,0.142337426102774,6.128625567242562
14,0.0048406071019473085,1.0,0.0023948271733056597,0.919261977551316,0.16974321109196816,10.874990527603792,0.1,0.6489227057622715,0.36923076923076925,0.6071915103087473,0.3830435131020114,0.20433333333333334,5.845356189799694,0.16947097165378203,5.9665372886974435
15,0.005793184421534937,1.0,0.006676734758763214,0.8642527037318715,0.22610550496349163,10.630610522281797,0.1,0.624229377377749,0.36923076923076925,0.621592847412224,0.2857142857142857,0.09591666666666666,6.495923061756319,0.0757920266787934,6.591105652726548
16,0.007248339060710195,1.0,0.006439815550961998,0.9572285801942028,0.12540192926045013,10.441785204670133,0.1,0.6016813584485479,0.41538461538461535,0.5854063397937106,0.4285714285714286,0.38816666666666666,5.434559416484788,0.31726542367742916,5.581377024812782
17,0.0073645475372279496,1.0,0.002633679169992019,0.9531043619266646,0.11100172286487818,10.513812419951797,0.1,0.6771754662707619,0.3578608765581021,0.7391160005952857,0.2884846542190881,0.33625,5.623489522197811,0.2766408973775959,5.756366503706573
18,0.010274398625429554,1.0,0.005015923566878981,0.9346216173509456,0.14316186725736318,10.027739673810038,0.1,0.6208740836967617,0.4153846153846154,0.6907032385836778,0.28704223094799264,0.160375,6.094109753023285,0.13036228588752463,6.21861410181894
19,0.009343642611683849,1.0,0.005728379346010025,0.7568956143315134,0.3086816720257235,10.267362317468491,0.1,0.571576505521017,0.5007639726578207,0.687028493583506,0.3004247135187114,0.07629166666666666,6.794037718615479,0.06154312566318023,6.8849175725783915
20,0.011807731958762887,1.0,0.005253522247870731,0.8413381523955894,0.22512101074739518,9.964998418679397,0.1,0.5560174445578547,0.46153846153846156,0.5467127631563884,0.4285714285714286,0.09458333333333334,6.717090715426655,0.07867212369258754,6.805234028924669
21,0.011324398625429555,1.0,0.005253522247870731,0.915146992214529,0.1467716793830503,10.084716684314845,0.1,0.6700454671986639,0.3692307692307693,0.6605955147504952,0.33055533295937173,0.3269166666666667,5.744163561756724,0.2690616947097165,5.894160115055228
22,0.015531672394043529,1.0,0.006439815550961998,0.9516703558819969,0.13225038969562722,9.608089623283968,0.1,0.6725322445949707,0.3201447527141134,0.6012844435794993,0.4285714285714286,0.41320833333333334,5.539195699199053,0.3219645293315143,5.693826154446938
23,0.011010309278350516,0.9999999999999999,0.008095880625446463,0.9456504850322321,0.11822134711625236,10.120021774536662,0.1,0.6672914540224553,0.3230769230769231,0.6014561606355819,0.42872025002003367,0.2639166666666667,5.92240360144293,0.2052448082461725,6.049120475687208
24,0.01657955326460481,1.0,0.0007196545658084121,0.8976091721516871,0.15434083601286175,9.595694545692282,0.1,0.6524227521573722,0.36923076923076925,0.5390770780625737,0.4515586184790448,0.194625,6.112645504802515,0.15112930119751403,6.228645458092937
1,0.0,0.7470180915786103,0.39593339737431954,0.8658028506251445,0.2139680448031626,17.770834346255942,0.1,0.6296975963837448,0.4067796610169492,0.6067564937666708,0.3963458610465582,0.004208333333333333,7.0401976928890955,0.005153857814157951,7.065554075923705
