epoch,accuracy,common_voice_val_auc,common_voice_val_eer,librispeech_val_auc,librispeech_val_eer,loss,lr,sitw_val_auc,sitw_val_eer,tcof_val_auc,tcof_val_eer,train_accuracy,train_loss,val_accuracy,val_loss
1,0.0,0.843962551012243,0.15603744898775707,0.9209448970718618,0.15554824381015053,18.48488110818372,0.01,0.6416815903001896,0.39601574423648483,0.5709309887133986,0.37048023731259516,0.020566581306017927,5.92806321648821,0.019099590723055934,6.072855646764837
2,0.0,0.9377450588141154,0.062254941185884614,0.9328112683163018,0.1219873324010858,16.445432744249402,0.01,0.6344426436330818,0.4117647058823529,0.6350873442190688,0.4189850076164515,0.017125480153649168,5.782661411974703,0.01409731696225557,5.9073160477419275
1,0.0,0.6095863007121709,0.3904136992878291,0.8904606952181131,0.19873817034700314,18.41492427436075,0.01,0.7101076201501855,0.34782608695652173,0.4719408629877944,0.4858403529883674,0.035531370038412294,5.540383487716698,0.025314536910716993,5.646432404233064
2,0.0,0.45146835240457706,0.5485316475954229,0.904434503164284,0.1902651235327916,16.353739209300457,0.01,0.6798291788061404,0.3619982302308744,0.5960873302389548,0.4,0.03697183098591549,5.507333115930898,0.03425799605881461,5.6025272937525985
1,0.0,0.6191886052652636,0.38081139473473635,0.8788873264673971,0.1784037558685446,18.55185982115362,0.01,0.7169243790943398,0.34782608695652173,0.6798596078640975,0.33416178946524494,0.020606594110115235,5.851750348256471,0.018190086402910415,5.981325824110296
2,0.0,0.7745859006161478,0.22541409938385212,0.8963901180626249,0.14166872580512313,16.183018706220388,0.01,0.6604491576108816,0.4268361354677821,0.7242220975083958,0.23378497554718192,0.03301056338028169,5.616568351564953,0.028952554191299076,5.746930236274367
1,0.0,0.8952697294701456,0.2092204258043861,0.9308016327948584,0.14210526315789473,18.325297406253995,0.01,0.6186994428645827,0.37209302325581395,0.7341619887730554,0.37153167602245385,0.02424775928297055,5.655778427028188,0.023192360163710776,5.776479245966474
2,0.0,0.8271970545862013,0.3453657755722747,0.9367489577905159,0.13391089108910892,16.22951933969901,0.01,0.6426849281194151,0.39181569196068955,0.7647714514835605,0.30000000000000004,0.06081946222791293,5.141054709446383,0.05472184326208883,5.273638144227735
1,0.0,0.6155077218532448,0.38449227814675524,0.9134197624819407,0.15335463258785942,18.37390935320378,0.01,0.6565794668577362,0.4090909090909091,0.651300496954152,0.375,0.02140685019206146,5.677410794172096,0.016067909655904197,5.781274593002544
2,0.0,0.9378250780187245,0.062174921981275506,0.9196664019770714,0.15335463258785942,16.286227625810312,0.01,0.6815111059119423,0.40909090909090906,0.6955955434434113,0.375,0.05297695262483995,5.223826696119363,0.047748976807639835,5.354148024075965
1,0.0,0.7360733151912918,0.5,0.8952943348610518,0.18322981366459623,18.59557964544756,0.01,0.6677946171383615,0.368421052631579,0.6593121523320497,0.3180359435173299,0.011323623559539052,6.368166477486324,0.009549795361527967,6.477087944936989
